location_name,vendor_name
Store 329 - Laurel,1-800-GOT-JUNK National
TX2-400-Vista Ridge,1-800-GOT-JUNK National
TX5-745-45,1-800-GOT-JUNK National
TXFRL - 9400 Freight Ln b,1-800-GOT-JUNK National
012790 - EQUALITY MAIN OFFICE MODULAR,121 Disposal Company
018700 - WEOGUFKA MAIN OFFICE (MOD BLDG),121 Disposal Company
RGB000510  HUEYTOWN,121 Disposal Company
KSLAW - 331 NE Industrial Ln,12th & Haskell Recycle Center
TFF-BEA 2,2S Roll Off Service
ILRKF - 3300 Airport Drive,48Forty Solutions
CACTR - 11281 Citrus Ave,4G Futures
KSGER - 19400 Essex St,4G Futures
4153 Chicago - Belmont,606 Junk Removal
NJBOU - 16E Chimney Rock Rd,"A&A Iron and Metals DBA A & A Truck Parts, Inc"
NJEDI - 1 Clover Pl,"A&A Iron and Metals DBA A & A Truck Parts, Inc"
NJLAK - 710 Vassar Ave,"A&A Iron and Metals DBA A & A Truck Parts, Inc"
NJLGN - 1130 Commerce Blvd Suite 100,A&A TRUCK PARTS INC
NJMTO - 303 Waterloo Valley Rd,A&A TRUCK PARTS INC
NJRAR - 340 MacArthur Blvd,A&A TRUCK PARTS INC
NJTRN - 4 Fairgrounds Rd,A&A TRUCK PARTS INC
3M - Detroit MI,"A&L Compaction, LLC"
WIGRB - 1065 Discovery Rd,"A&W Iron & Metal, Inc"
SDABE - 924 S 4th St,"A-1 Sanitation and Recycling, LLC"
UTSKT - Peak 2024,A1 DISPOSAL-UTAH
Ordner Constrution - The Home Depot - Celina,A1 Little John Inc
BR 93 - Jackson TN,"A1 Waste, LLC"
5058228-01-01 - Office-Independence MO Missio,AAA Disposal
6410 Independence - Noland Road,AAA Disposal
RGB000806  CENTRALIA,AAA Disposal
4148 Centralia - North Elm,AAA Trash Service
5145961-01-01 - Blue Mills Hill Park Independ,AAA Trash Service
5272394-01-01 - HARRISONVILLE LEE'S SUMMIT 3,AAA Trash Service
ILCEN - 360 Walnut Hill Rd,AAA Trash Service
Springfield Electric - 11 Fountain Place,AAA Trash Service
MAASS - 165 S Main St,"ABC Disposal Services, Inc"
3603 Cedar Rapids - Westdale Mall Relo,ABC Disposal Systems
3647 Coralville - Tenth Avenue,ABC Disposal Systems
ARCWY - 1700 Mayor Ln,"ABC Salvage & Metal, Inc"
ARLIT - 5501 Fourche Dam Pike,"ABC Salvage & Metal, Inc"
GOODWILL - SEGA - 115 POOLER,ABC Waste Of Savannah
GOODWILL - SEGA - HABERSHAM,ABC Waste Of Savannah
3651 Council Bluffs - Mall of the Bluffs,Abe's Trash Service
3877 Council Bluffs - Manawa,Abe's Trash Service
TFF-GBO,"ABSOLUTE RECYCLING CONTRACTORS, LLC"
B031 - 240-G S.W. Greenville Blvd,Absolute Services
DQ NGV 46128 - GREENVILLE NC,Absolute Services
MCKIA002 - Clear Lake,ABSOLUTE WASTE REMOVAL
TXCAN - 8330 Sweetwater Ln,Ace Equipment Company
ILWES - 210 W. 63rd Street,"Ace Iron & Metals, Inc"
TFF-CGO,"Ace Iron & Metals, Inc"
TFF-SOHFL,"Ace Iron & Metals, Inc"
5000398-01-01 - Saratoga Bldg #90,ACE RECYCLING AND DISPOSAL
"5000429-01-01 - SYCAMORES 3, 4, 5, 7",ACE RECYCLING AND DISPOSAL
5001688 - Stansbury Park South MH,ACE RECYCLING AND DISPOSAL
"5001690-01-01 - ROSE CANYON 6, 11",ACE RECYCLING AND DISPOSAL
5001724-01-01 - Saratoga Fm Group #38,ACE RECYCLING AND DISPOSAL
5011805-01-01 - Building 155,ACE RECYCLING AND DISPOSAL
5012086-01-01 - Saratoga Fm Group,ACE RECYCLING AND DISPOSAL
5014025-01-01 - Sheps Ridge #64,ACE RECYCLING AND DISPOSAL
5014645-02-01 - Lehi UT Thanksgiving Stake Pa,ACE RECYCLING AND DISPOSAL
5016997-02-01 - Bishop Store House,ACE RECYCLING AND DISPOSAL
5019425-01-01 - West Point UT Jr Seminary,ACE RECYCLING AND DISPOSAL
5027144-01-01 - #70 Hillard,ACE RECYCLING AND DISPOSAL
5027454-01-01 - Building,ACE RECYCLING AND DISPOSAL
5027608-02-01 - Building 213 N Main,ACE RECYCLING AND DISPOSAL
5039347-02-01 - Bountiful Bldg#5 G,ACE RECYCLING AND DISPOSAL
5048761-01-01 Lehi Senior Seminary  Bldg #411,ACE RECYCLING AND DISPOSAL
5048826-01-01 - American Fork Church Bldg #7,ACE RECYCLING AND DISPOSAL
"5048842-01-01 - SUNSET 3, 12 TNGN, 13",ACE RECYCLING AND DISPOSAL
"5049059-01-01 - Benjamin 1, 2",ACE RECYCLING AND DISPOSAL
"5049180-01-01 - 2 Deer Hollow, Little Mountai",ACE RECYCLING AND DISPOSAL
5049873-01-01 - American Fork Church Bldg #40,ACE RECYCLING AND DISPOSAL
"5050227-01-01 - LEGACY FARMS 4, PALMYRA",ACE RECYCLING AND DISPOSAL
"5050383-02-01 - Pleasant Grove 1, 5 SP 7",ACE RECYCLING AND DISPOSAL
5050537-01-01 - Provo Married Student 3rd Stk,ACE RECYCLING AND DISPOSAL
"5050715-01-01 - Spanish Fork 1, SpFork 12",ACE RECYCLING AND DISPOSAL
"5050758-01-01 - LEGACY FARMS 1, 2, SPANISH FO",ACE RECYCLING AND DISPOSAL
"5050855-01-01 - Springville 3, 8, Springville",ACE RECYCLING AND DISPOSAL
5051037-01-01 - Lehi Fm Building #500 G,ACE RECYCLING AND DISPOSAL
5051304-01-01 - 9 Tooele 3,ACE RECYCLING AND DISPOSAL
5051312-01-01 - 10 Tooele 4,ACE RECYCLING AND DISPOSAL
5051320-01-01 - Tooele YSA,ACE RECYCLING AND DISPOSAL
5051762-02-02 - Kamas Valley YSA Summit Sr S,ACE RECYCLING AND DISPOSAL
5051827-01-01 - American Fork Sem Bldg #32,ACE RECYCLING AND DISPOSAL
5051908-01-01 - Olympus #86,ACE RECYCLING AND DISPOSAL
5051991-01-02 - Provo UT North FM Group-IFM O,ACE RECYCLING AND DISPOSAL
"5052017-01-01 - SHARON PARK 2, 5, 6",ACE RECYCLING AND DISPOSAL
"5052300-01-01 - GENEVA HEIGHTS 1 SP, 2, 6",ACE RECYCLING AND DISPOSAL
"5052351-01-01 - Orem 8 Tng, 13 Smn, Provo",ACE RECYCLING AND DISPOSAL
"5053803-01-01 - Coalville 1, 2  Historic Ar",ACE RECYCLING AND DISPOSAL
5054419-01-01-  Lehi Bldg #112 G,ACE RECYCLING AND DISPOSAL
"5059453-01-01 - Spring Creek 1, 5, 6",ACE RECYCLING AND DISPOSAL
"5059542-01-01 - EDGEMONT 8, 11, ROCK CANYON",ACE RECYCLING AND DISPOSAL
5063493-01-01 - Orem UT Orem Sr Seminary,ACE RECYCLING AND DISPOSAL
"5065364-01-01 - MIDVALE YSA, MURRY YSA",ACE RECYCLING AND DISPOSAL
"5065461-01-01 - Holladay 1,2",ACE RECYCLING AND DISPOSAL
"5065534-01-01 - 89 15 GRANGER 15, Granger Nor",ACE RECYCLING AND DISPOSAL
"5065852-02-01 - PARLEYS 3, 5",ACE RECYCLING AND DISPOSAL
"5065909-01-01 - Park Meadows, Penney Cove",ACE RECYCLING AND DISPOSAL
"5065933-03-02 - YSA Pioneer Stake, YSA Bonnev",ACE RECYCLING AND DISPOSAL
"5065984-01-01 - AMARYLLIS, LARKSPUR",ACE RECYCLING AND DISPOSAL
5066042-00-00 - COTTONWOOD 10,ACE RECYCLING AND DISPOSAL
"5066069-01-01 - BLUFFDALE 2, 3, 4",ACE RECYCLING AND DISPOSAL
5066107-01-02 - SL Bonneville Stk FHC Non-Au,ACE RECYCLING AND DISPOSAL
"5066182-01-01 - VALLEY VIEW 5, 6, 7",ACE RECYCLING AND DISPOSAL
5066212-01-02 - Murray UT FM Group-IFM Office,ACE RECYCLING AND DISPOSAL
5066220-01-01 Bingham Creek Sem #7  O,ACE RECYCLING AND DISPOSAL
"5066328-01-01 - COPPERHILL 3, HUNTER 12",ACE RECYCLING AND DISPOSAL
5066417-01-01 - Sandy-granite #8 G,ACE RECYCLING AND DISPOSAL
"5066654-01-01 - TAYLORSVILLE GARDENS, TAYLORS",ACE RECYCLING AND DISPOSAL
"5067014-01-01 - RIVER 2, 3, TEMPLE LANE YSA",ACE RECYCLING AND DISPOSAL
"5067022-01-01 - HOLLADAY 18, 28",ACE RECYCLING AND DISPOSAL
5067154-02-01 - SL Granger North FHC,ACE RECYCLING AND DISPOSAL
"5067170-01-01 - Mt Jordan 2, 6",ACE RECYCLING AND DISPOSAL
"5067391-01-01 - COTTONWOOD 2, 14",ACE RECYCLING AND DISPOSAL
5067537-01-01 - Kearns Seminary Sr,ACE RECYCLING AND DISPOSAL
"5067545-01-01 - MOUNT ENSIGN 4 RUS, NINETEE",ACE RECYCLING AND DISPOSAL
"5067561-01-01 - SPENCER 3, 4",ACE RECYCLING AND DISPOSAL
5067731-01-01 - Twenty Seventh Historic Bldg,ACE RECYCLING AND DISPOSAL
5067790-01-01 - Mt. Olympus Bldg #96 K,ACE RECYCLING AND DISPOSAL
5067901-01-01 - NIBLEY PARK,ACE RECYCLING AND DISPOSAL
"5068126-05-01 - Brickyard, Springview",ACE RECYCLING AND DISPOSAL
"5068134-01-01 - WASATCH 3, 4",ACE RECYCLING AND DISPOSAL
"5068150-01-01 - Holladay 10, 26",ACE RECYCLING AND DISPOSAL
5068177-01-01 - Mt. Olympus Bldg #14,ACE RECYCLING AND DISPOSAL
"5068371-01-01 - Dai-Ichi, Grant YSA,  Pione",ACE RECYCLING AND DISPOSAL
"5068398-01-01 - MILLSTREAM, RIDGEDALE",ACE RECYCLING AND DISPOSAL
"5068495-01-01 - Millcreek 2, 4  has Histori",ACE RECYCLING AND DISPOSAL
"5068681-04-01 - PARLEYS 1, 6",ACE RECYCLING AND DISPOSAL
5076293-01-01 - BROOKSHIRE,ACE RECYCLING AND DISPOSAL
"5076374-01-01 - PARLEYS 4, SA",ACE RECYCLING AND DISPOSAL
5076455-01-01 - SLC UT OLYMPUS SR SEMINARY,ACE RECYCLING AND DISPOSAL
5076501-01-01 - FORESTVIEW,ACE RECYCLING AND DISPOSAL
"5076560-07-01 - Burton, Southgate, Madison Y",ACE RECYCLING AND DISPOSAL
"5076579-01-01 - MAGNA, PLEASANT GREEN 2 SP,",ACE RECYCLING AND DISPOSAL
5076803-01-01 - SL CENTRAL REC CENTER,ACE RECYCLING AND DISPOSAL
"5079047-03-01 - VALLEY VIEW 1, 10, 14",ACE RECYCLING AND DISPOSAL
5079071-01-01 - Waterloo  Liberty Stake,ACE RECYCLING AND DISPOSAL
5079128-01-01 - Bingham Creek Bldg #31 O,ACE RECYCLING AND DISPOSAL
5079187-02-01 - Institute - SL Valley Special,ACE RECYCLING AND DISPOSAL
5079209-03-01 - SLC UT WEST SR SEMINARY,ACE RECYCLING AND DISPOSAL
"5079233-01-01 - Hunter 37 TO, Kearns 13, 9",ACE RECYCLING AND DISPOSAL
"5079349-01-01 - 134 85 Rose Park 7, 8, 14 Sp",ACE RECYCLING AND DISPOSAL
"5079438-01-01 - UNION FORT SA 11, 12",ACE RECYCLING AND DISPOSAL
"5079640-01-01 - KENWOOD 1, WILFORD",ACE RECYCLING AND DISPOSAL
5079713-01-01 - Olympus North #5,ACE RECYCLING AND DISPOSAL
"5081602-01-01 - 107 34 Cannon 2 TO, 5, 9",ACE RECYCLING AND DISPOSAL
"5081866-01-01 - SAUNIATU SA, TAYLORSVILLE 1",ACE RECYCLING AND DISPOSAL
"5092051-01-01 - 42 19 Harvest Park, Oxford",ACE RECYCLING AND DISPOSAL
5101301-01-01 - MURRAY UT RIVERVIEW JR SEMINA,ACE RECYCLING AND DISPOSAL
"5101409-01-01 - LAKERIDGE 1 SP, 3, 4",ACE RECYCLING AND DISPOSAL
"5101646-01-02 - Bennion, Jordan Rvr, Rio Vist",ACE RECYCLING AND DISPOSAL
"5105765-01-01 - PIONEER 2, 5 SP, 6 PORT,",ACE RECYCLING AND DISPOSAL
"5109388-01-01 - MURRAY 1, 23",ACE RECYCLING AND DISPOSAL
5001857-02-01 - Provo YSA Multi-Stake Buildin,ACE RECYCLING AND DISPOSAL
5002061-01-01 - Saratoga Fm Bldg #21G,ACE RECYCLING AND DISPOSAL
"5002186-01-01 - MAPLETON 7, 12, 23, 29",ACE RECYCLING AND DISPOSAL
5002187-01-01 - GROVE 2,ACE RECYCLING AND DISPOSAL
5003230-01-01 - #75 Herriman High Seminary,ACE RECYCLING AND DISPOSAL
5003303-02-01 - South Jordan UT Country Cross,ACE RECYCLING AND DISPOSAL
5003626-01-01 - Saratoga Fm # 39,ACE RECYCLING AND DISPOSAL
5004504-01-01 - 136 W Summer Hill,ACE RECYCLING AND DISPOSAL
5004730-01-01 - Saratoga Fm Group Bldg #55,ACE RECYCLING AND DISPOSAL
5006508-01-01 - Riverton #77 Summit Academy,ACE RECYCLING AND DISPOSAL
5006512-01-01 - Eagle Mountain Sem Bld #93,ACE RECYCLING AND DISPOSAL
5007418-01-01 - Saratoga Fm Group #60,ACE RECYCLING AND DISPOSAL
"5007724-04-01 - INDEPENDENCE 2, 5, 6, 9",ACE RECYCLING AND DISPOSAL
5008246-01-01 - Building 171,ACE RECYCLING AND DISPOSAL
"5009668-02-01 - CANYON RIDGE, HERITAGE, MAPLE",ACE RECYCLING AND DISPOSAL
5009670-01-01 - Saratoga Fm Group #18,ACE RECYCLING AND DISPOSAL
5010925-01-01 - Church Bldg Evanston,ACE RECYCLING AND DISPOSAL
"5012080-01-01 - ANTHEM 2, 4, 5",ACE RECYCLING AND DISPOSAL
5012088-01-01 - Saratoga Fm Group,ACE RECYCLING AND DISPOSAL
5013185-01-01 - Saratoga Springs #97 Seminary,ACE RECYCLING AND DISPOSAL
5013939-01-01 - Magna UT Cyprus SR Seminary-1,ACE RECYCLING AND DISPOSAL
5014022 - Lake Point FS,ACE RECYCLING AND DISPOSAL
"5014058-01-01 - HIGHLAND PARK 1, 8, 10",ACE RECYCLING AND DISPOSAL
5015165-01-01 - Holbrook Farms Future Stake,ACE RECYCLING AND DISPOSAL
5018483-01-01 - Murray UT Hillcrest Jr Semina,ACE RECYCLING AND DISPOSAL
5027691-01-01 - Mckinnon Ward,ACE RECYCLING AND DISPOSAL
5037468-02-01 - Bountiful Bldg #66 E P,ACE RECYCLING AND DISPOSAL
5037638-01-01 - Bountiful Bldg #19 O,ACE RECYCLING AND DISPOSAL
5039231-01-01 - Salt Lake Ensign Fm Group O,ACE RECYCLING AND DISPOSAL
5041260-01-01 - Bountiful Bldg#12 E O,ACE RECYCLING AND DISPOSAL
5049229-01-04 - US Utah Valley North SI Area,ACE RECYCLING AND DISPOSAL
"5049415-01-01 - EDGEMONT 4, 6",ACE RECYCLING AND DISPOSAL
5049768-01-01 - Pleasant Grove UT Pleasant Gr,ACE RECYCLING AND DISPOSAL
5049830-01-01 - American Fork Church Bldg #3,ACE RECYCLING AND DISPOSAL
5049865-01-01 - American Fork Church Bldg #13,ACE RECYCLING AND DISPOSAL
"5050421-01-01 - Freedom 5, Provo 1 Historic",ACE RECYCLING AND DISPOSAL
"5050731-01-01 - SPANISH FORK 6, 19",ACE RECYCLING AND DISPOSAL
"5050863-01-01 - Springville 1, 5, 10 Sp",ACE RECYCLING AND DISPOSAL
5051703-01-01 - Coalville UT North Summit Sr,ACE RECYCLING AND DISPOSAL
"5051975-01-01 - Cherry Hill 1, 2, Provo YSA 2",ACE RECYCLING AND DISPOSAL
"5052270-01-01 - Country Springs, Stonewood 1",ACE RECYCLING AND DISPOSAL
"5052319-01-01 - Geneva Hghts 5, 7, Lakefront,",ACE RECYCLING AND DISPOSAL
5052386-01-01 - American Fork Church Bldg #15,ACE RECYCLING AND DISPOSAL
"5054249-01-01 - COALVILLE YSA, HOYTSVILLE 2",ACE RECYCLING AND DISPOSAL
5054397-01-01 - Lehi Fm Building #117 G,ACE RECYCLING AND DISPOSAL
5054427-02-01 - Lehi Bldg #42 O  L,ACE RECYCLING AND DISPOSAL
5065518-01-03 - Utah SLC West Mission Office,ACE RECYCLING AND DISPOSAL
5065526-01-01 - 96 20 Hillsdale Park,ACE RECYCLING AND DISPOSAL
5065542-01-03 - Salt Lake Hillside FHC,ACE RECYCLING AND DISPOSAL
5065607-01-01 - MCKINLEY,ACE RECYCLING AND DISPOSAL
5065690-01-01 - Olympus #92,ACE RECYCLING AND DISPOSAL
"5065739-01-01 - HUNTER 7, MAGNA 2 TO",ACE RECYCLING AND DISPOSAL
"5065763-01-01 - Butler 4, 10",ACE RECYCLING AND DISPOSAL
5065798-01-01 - KEARNS 14,ACE RECYCLING AND DISPOSAL
5065887-01-01 - Wells Belvedere Historic Bui,ACE RECYCLING AND DISPOSAL
"5065925-01-01 - 41 10 Harmon, Heritage",ACE RECYCLING AND DISPOSAL
"5065941-01-01 - PARKWAY SP, SAN MARCOS",ACE RECYCLING AND DISPOSAL
"5065976-01-01 - BELLVIEW, CANYON RIM, PARK",ACE RECYCLING AND DISPOSAL
5066115-01-01 - Holladay 25,ACE RECYCLING AND DISPOSAL
5066247-01-01 - ENSIGN PEAK,ACE RECYCLING AND DISPOSAL
5066476-01-01 - 27 21 Highbury,ACE RECYCLING AND DISPOSAL
5066514-01-01 - Magna UT Cyprus Sr Seminary-2,ACE RECYCLING AND DISPOSAL
5066565-01-02 - Salt Lake Utah Tongan Family,ACE RECYCLING AND DISPOSAL
"5066689-01-01 - HOLLADAY 24, VALLEY VIEW 2, 8",ACE RECYCLING AND DISPOSAL
"5066700-01-01 - 58 8 Jordan North 2, 4",ACE RECYCLING AND DISPOSAL
"5066751-01-01 - Butler 11, 27, 33",ACE RECYCLING AND DISPOSAL
"5066778-01-01 - TELFORD, UNION 4",ACE RECYCLING AND DISPOSAL
"5066840-01-01 - 108 35 Cannon 3, 6 SP",ACE RECYCLING AND DISPOSAL
"5066875-01-01 - Capitol Hill, Capitol Hill YS",ACE RECYCLING AND DISPOSAL
"5066964-01-01 - 124 57 Riverside 2 To, Rose",ACE RECYCLING AND DISPOSAL
"5067138-01-02 - Taylorsville 3, 15, Mdbrk 3 F",ACE RECYCLING AND DISPOSAL
5067162-01-01 - Sandy-granite #42 O,ACE RECYCLING AND DISPOSAL
5067316-01-01 - Forest Dale 1st Historic Bui,ACE RECYCLING AND DISPOSAL
5067340-01-01 - COPPERTON,ACE RECYCLING AND DISPOSAL
"5067634-01-01 - MIDVALE EAST 1, 5",ACE RECYCLING AND DISPOSAL
"5067820-01-01 - Ninth, Jefferson, Historic B",ACE RECYCLING AND DISPOSAL
5068053-01-02 - FSC - South Salt Lake Stake,ACE RECYCLING AND DISPOSAL
5068355-02-01 - FIRST,ACE RECYCLING AND DISPOSAL
5068452-01-01 - MIDVALE 9 SP,ACE RECYCLING AND DISPOSAL
5068517-01-01 - HILLSIDE YSA,ACE RECYCLING AND DISPOSAL
"5068525-01-01 - Monument Park, Princeton His",ACE RECYCLING AND DISPOSAL
5068606-01-01 - Forest Dale 2nd Historic Bui,ACE RECYCLING AND DISPOSAL
"5068665-01-01 - Ensign YSA, Twenty-First His",ACE RECYCLING AND DISPOSAL
5068673-02-01 - Twentieth Historic Building,ACE RECYCLING AND DISPOSAL
5076358-01-02 - 130 Salt Lake Rose Park FHC,ACE RECYCLING AND DISPOSAL
5076412-01-01 - Mt Jordan 3 SP,ACE RECYCLING AND DISPOSAL
"5076528-04-01 - Homestead, South Cottonwood",ACE RECYCLING AND DISPOSAL
"5076536-01-01 - CHEVY CHASE, EASTRIDGE",ACE RECYCLING AND DISPOSAL
5076641-01-01 - 119 53 SL Riverside Stk Confe,ACE RECYCLING AND DISPOSAL
"5079020-01-01 - MIDVALLEY 1, 11",ACE RECYCLING AND DISPOSAL
"5079055-01-01 - VALLEY VIEW 3, 9, 11",ACE RECYCLING AND DISPOSAL
"5079217-01-01 - Winder 4, 11",ACE RECYCLING AND DISPOSAL
"5079519-02-01 - WINDER 7, 13",ACE RECYCLING AND DISPOSAL
5079535-01-01 - Salt Lake 1 Laotian-Thai,ACE RECYCLING AND DISPOSAL
"5079543-01-01 - HILLVIEW, SKYVIEW, WINDER 18",ACE RECYCLING AND DISPOSAL
5079594-01-01 - Olympus #13,ACE RECYCLING AND DISPOSAL
5079608-02-01 - Murray UT Seminary,ACE RECYCLING AND DISPOSAL
Test Site,1-800-Got-Junk
001622-001 - 9825 Spectrum Dr,1-800-GOT-JUNK National
104 - Lebanon,1-800-GOT-JUNK National
2311 Miamitown - State Route 128,1-800-GOT-JUNK National
412 - Cincinnati,1-800-GOT-JUNK National
"5028442-01-01 - FARMINGTON 2, 9, 11",1-800-GOT-JUNK National
"5050111-01-01 - NEPHI 1, 2, 7",1-800-GOT-JUNK National
5060176-01-01 - Broadway Solomon,1-800-GOT-JUNK National
5150981-01-01 - Los Angeles Ca Usc Institute,1-800-GOT-JUNK National
5156963-01-01 - Eagle River,1-800-GOT-JUNK National
5179181-01-01 - Wax Rd,1-800-GOT-JUNK National
5180198-01-01 - Crestline,1-800-GOT-JUNK National
"5185424-01-01 - Provo YSA 202, 204, 205, 207",1-800-GOT-JUNK National
5188083-01-01 - Baxter,1-800-GOT-JUNK National
5195497-01-01 Rosenberg,1-800-GOT-JUNK National
5230314-01-01 - Inland Empire YSA,1-800-GOT-JUNK National
5267609-01-01 - Mill Pond Pioneer White River,1-800-GOT-JUNK National
5282721-01-01 - Mount Vernon Wa Storehouse,1-800-GOT-JUNK National
5294460-01-01 - WEST ROAD,1-800-GOT-JUNK National
5376378-01-01 - Maple Valley Stake Center,1-800-GOT-JUNK National
"5482410-01-01 - PARK 5, 6, 8",1-800-GOT-JUNK National
"5513871-01-01 - CHERRY RIDGE, HIGHLINE, ORCHA",1-800-GOT-JUNK National
71601 Astoria,1-800-GOT-JUNK National
8111 Seattle - Ballard 15th Ave,1-800-GOT-JUNK National
8282 Puyallup - South Hill 39th Ave,1-800-GOT-JUNK National
8337 Seattle - West Seattle,1-800-GOT-JUNK National
8482 Albany - Santiam,1-800-GOT-JUNK National
BR250 - 2001 Marina Blvd,1-800-GOT-JUNK National
BRSO-AZ207 75th Ave,1-800-GOT-JUNK National
BRSO-TX097 SOUTHLAKE KIMBALL (F),1-800-GOT-JUNK National
BWH 756100-41 - Fenwood Inn (Mass Mental),1-800-GOT-JUNK National
CAPLM - 2825 E Ave P,1-800-GOT-JUNK National
CASAL - 1139 Madison Ln,1-800-GOT-JUNK National
CSH - 1800 Western Ave N,1-800-GOT-JUNK National
FLSAR - 1932 17th St,1-800-GOT-JUNK National
GA7-109-Mountain Park,1-800-GOT-JUNK National
GA7-115-Stockbridge,1-800-GOT-JUNK National
GW - KY WEST - SHIVELY ADC,1-800-GOT-JUNK National
Hangar,1-800-GOT-JUNK National
MDWAL - 11855 Pika Dr,1-800-GOT-JUNK National
NJ730 - 318 White Horse Pike,1-800-GOT-JUNK National
NYLIC - 49-10 27th St,1-800-GOT-JUNK National
NYSPR - 136-40 Springfield Blvd,1-800-GOT-JUNK National
NYYON - 555 Tuckahoe Rd,1-800-GOT-JUNK National
PA7-214-720 W Uwchlan Ave (Crosswoods,1-800-GOT-JUNK National
PABTN - 2005 Industrial Dr,1-800-GOT-JUNK National
RGB000116 PENSACOLA BEVERLY PKWY,1-800-GOT-JUNK National
RGB000741  ELM ST SHELBYVILLE,1-800-GOT-JUNK National
Site 7458 - WCCUS153,1-800-GOT-JUNK National
Store 2050 - Owosso,1-800-GOT-JUNK National
Store 472 - Catonsville,1-800-GOT-JUNK National
Store 523 - Ocala,1-800-GOT-JUNK National
TX2-520-Preston and Parker,1-800-GOT-JUNK National
"TX2-981-Corporate Drive, Bldg B",1-800-GOT-JUNK National
TX5-546-Fall Creek,1-800-GOT-JUNK National
TX9-125-Parmer I35,1-800-GOT-JUNK National
USMNRO02 - Rogers,1-800-GOT-JUNK National
VAIAD - 23941 Cargo Dr,1-800-GOT-JUNK National
WABUR - 1332 Port Dr,1-800-GOT-JUNK National
5361 - Fultondale,121 Disposal Company
5363 - Vestavia,121 Disposal Company
5367 - Hoover,121 Disposal Company
RGB001288  FORESTDALE TOMAHAWK RD,121 Disposal Company
Store 486 - Mason,"1st Class Trash, LLC"
Bothell - 22100 Bothell Everett Hwy,3R Technology
CACPT - 1430 N McKinley Ave,4G Futures
CAEJS - 2925 E Jurupa St,4G Futures
CALAH - 11800 S Harlan Rd,4G Futures
CASDI - 7925 Ronson Rd,4G Futures
CATAC - 5849 W Schulte Rd,4G Futures
OKALT - Conveyor Recycling,6M Recycling LLC
NJGOU - 66 Gould Ave #72,"A&A Iron and Metals DBA A & A Truck Parts, Inc"
NJLDH - 1200 Valley Brook Ave,"A&A Iron and Metals DBA A & A Truck Parts, Inc"
5122198-01-01 - Hawthorne,A&C Waste Collection
CABLL - 4700 Eastern Ave,A&I Palletts LLC
RGB000370  CLARKSVILLE AR MAIN,A&J Trash Service
NDWIL - 4625 2nd Ave W,"A-rrow Sanitation Service, Inc"
OKOLONA CHRISTIAN CHURCH,A1 Porta Potty Llc
ISCO WELLFORD,A1 Transfer & Recycling Inc
5127718-01-01 - CENTRALIA-2,AAA Disposal
MOHIG - 1307 W 24th Terrace,AAA Disposal
4147 Carlyle - 8th Street,AAA Trash Service
4214 Mt. Vernon - Broadway,AAA Trash Service
5229693-01-01 - GRAIN VALLEY ODESSA,AAA Trash Service
CAAIR - 112 Alan Shepard Way,Aaron Metals
3696 Marion - 31st Street,ABC Disposal Systems
3707 North Liberty - West Cherry,ABC Disposal Systems
IAHIA - 1605 Hawkeye Dr,ABC Disposal Systems
IAPDS - 3725 Beech Way SW,ABC Disposal Systems
GASNH - 20 Sonny Perdue Dr,ABC Waste Of Savannah
GASNH Peak 2023 PO# 21344348,ABC Waste Of Savannah
GOODWILL - SEGA - RICHMOND HILL,ABC Waste Of Savannah
GOODWILL - SEGA - RINCON,ABC Waste Of Savannah
SAV-104 Savannah,ABC Waste Of Savannah
TFF-PRT,Abrams Scrap Metals
Store 72 - Bloomington,Abyss Rising
FLTAB - 5100 Acline Dr E,Accurate Paper Recycling
001412-001 - 2501 N Barrington RD,Ace Equipment Company
"5000119-01-01 - FRANCIS 1, 2",ACE RECYCLING AND DISPOSAL
5000173-01-01 - Provo Married Student 2nd Sta,ACE RECYCLING AND DISPOSAL
"5000426-01-01 - GARDEN PARK 1, 2, 3",ACE RECYCLING AND DISPOSAL
5000617-02-01 - Saratoga  Building #59,ACE RECYCLING AND DISPOSAL
5001384-01-01 - Saratoga Bldg #24 G,ACE RECYCLING AND DISPOSAL
"5002075-01-01 - Jessies Brook 1,2 Kelvin Grov",ACE RECYCLING AND DISPOSAL
5002082-01-01 - Saratoga Fm Group #54,ACE RECYCLING AND DISPOSAL
"5002182-01-01 - HIGHLAND 23, 36, 41, 45",ACE RECYCLING AND DISPOSAL
5002406-02-01 - Spanish Fork UT Maple Mountai,ACE RECYCLING AND DISPOSAL
5002653-03-01 - Rockwell Seminary #91,ACE RECYCLING AND DISPOSAL
5002948-02-01 - Spanish Fork UT American Ldrs,ACE RECYCLING AND DISPOSAL
5004731-01-01 - Saratoga Bldg # 49,ACE RECYCLING AND DISPOSAL
5006814-01-01 - Building 151,ACE RECYCLING AND DISPOSAL
5008446-03-01 - Bluffdale UT Independence Stk,ACE RECYCLING AND DISPOSAL
5008474-01-01 - Spanish Fork UT YSA Stake,ACE RECYCLING AND DISPOSAL
"5008475-01-01 - CANYON HILLS 1, 2, 3, 4",ACE RECYCLING AND DISPOSAL
5009664-02-01 - Saratoga Fm Group,ACE RECYCLING AND DISPOSAL
5010932-01-01 - Saratoga Fm Group #58,ACE RECYCLING AND DISPOSAL
5010937-01-01 - Saratoga Springs Fm #17,ACE RECYCLING AND DISPOSAL
